county_code,risk_score_error
36093,1.3674822279568521
36119,1.4461572706838806
37021,0.5643514191785036
37025,2.03010910192945
37037,1.6276364602807156
37051,0.5991374631257681
37057,0.985083873716885
37063,1.2587311874305374
37067,0.7832688276004828
37071,1.028740314202407
37081,1.5869558034474174
37119,1.4049325864722286
37129,0.5725815648024827
37133,1.5887317160717946
37147,1.0363695255520704
37183,0.899145203912333
38017,1.1255753170885368
39035,0.9748476369758682
39041,0.4750129789002635
39045,0.18436987934650872
39049,0.9327267787390825
39061,1.0234657261801197
39095,0.8796557018862927
39099,1.2765374334644577
39113,0.9992922055523009
39151,1.5069689854161692
39153,0.7424497832772082
40017,1.0053442829882566
40027,0.7073631169355693
40031,0.8314070813589861
40109,1.1232979749861733
40113,2.520560630935094
40125,1.8097144160283563
40143,1.1609324456392738
40145,1.3334402282979008
41005,1.4823184327853376
41017,1.6738473765255273
41029,1.1898334302313311
41039,1.47694753035659
41047,1.1711588759973015
41051,1.2537346814331027
41053,1.5076113877652508
41067,1.7110406778578346
42003,0.8511440449437485
42011,1.734671149502972
42049,1.3941678396420494
42069,1.4021373830592532
42077,1.1102472670563903
42095,0.9301157446076178
42101,0.8939336668162945
44003,0.6638488752230766
44007,1.0762360122704469
45015,1.4772203079235442
45019,1.226163788730296
45035,0.465326231191883
45063,1.001003220649162
45079,1.341977515209609
45091,1.1341309483282678
46083,1.5560973905467474
46099,1.6018569116369044
46103,1.0514337775949674
47037,1.0231828039824225
47065,0.8482359817757876
47093,1.3085052046605312
47125,0.9124576695539669
47149,1.020438798225079
47157,1.091968755782435
48027,0.8354290720972165
48029,1.277643430444806
48039,0.487341533465921
48041,1.8208290543979346
48061,1.2376424880934118
48071,0.1920071105646901
48085,1.212581902069998
48113,1.1935321640110763
48121,1.1100181192360972
48135,1.1172733629143006
48141,1.283663613009587
48157,0.5497551401808983
48167,1.4722199089111876
48183,0.8899405843935257
48201,1.1557297131011794
48203,2.260308961629125
48215,1.2515864303911641
48245,0.7560587760436178
48253,0.1956926705704234
48257,0.19406342752568406
48303,1.2719075099022052
48309,1.001531308014857
48329,0.9929072353338867
48339,0.4000066219535743
48355,1.1850225134489527
48375,1.4618644126148388
48381,0.7251875231856413
48423,0.7742469790331133
48439,1.0117378187616772
48441,0.5484500657629565
48451,1.1524180702288003
48453,1.3271934416662763
48479,0.8874412176099035
48485,1.3913819565038499
48491,0.9269901946953883
49011,1.5964073584167335
49035,1.3801149442647864
49049,1.7473419397343235
49053,1.0712309382241918
49057,1.1532055523729483
50007,1.3450743073225184
51510,1.236698061484929
51550,1.3949304457973313
51650,0.9489755665231203
51680,1.0309421483555241
51700,1.0040522077879692
51710,0.8817533963600058
51740,0.8421713297929763
51760,1.0866990141382622
51770,0.7517672398946452
51800,1.315342838357467
51810,1.436228940986032
53005,1.6699717162024248
53011,1.4926651198140024
53033,1.6246946570873846
53053,1.2927517350804694
53061,2.0833539528730545
53063,1.01304650289892
53073,1.1528644477098258
53077,1.310603115936413
54039,1.5758019646911714
55009,1.0822252299245798
55015,0.6747646997695256
55025,1.3061398227250853
55059,1.9067307644256988
55079,0.9120894151898112
55087,1.1068419334038258
55101,1.279205504424899
55133,0.9620013449837312
55139,1.038237483110514
56021,1.4621589815097422
