CANCER_CrudePrev,ARTHRITIS_CrudePrev,STROKE_CrudePrev,CASTHMA_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,KIDNEY_CrudePrev,BPMED_CrudePrev,CSMOKING_CrudePrev,BPHIGH_CrudePrev,OBESITY_CrudePrev,HIGHCHOL_CrudePrev,male_over_65_pct,female_over_65_pct,stateabbr,risk_score_both_pc,risk_score_pc_1,risk_score_pc_2,risk_score_all,total_population,rank_in_country,risk_score
0.055737764723758985,0.1958518649746669,0.023061683271464007,0.09033296313365821,0.045430308023187295,0.042461150431860425,0.07473511854882928,0.023645137254970885,0.6128247848006897,0.17956031088254246,0.28229326950500083,0.343819903153638,0.3095527789725164,0.09276609337790835,0.10678552438999105,AK,7.026111162391251,11.526988422989728,20.675605565509304,17.85982520538633,296112,3,7.026111162391251
0.061158703277584776,0.2885176103883907,0.04128552346798549,0.11396755848991653,0.08429409039845999,0.06822841201774808,0.13520533948382538,0.03510857294606338,0.7609895423588366,0.20074624663581928,0.4083188585711964,0.37875639435630926,0.34169019713132237,0.12927420229852626,0.15988341489439745,AL,62.74572429417752,71.88873066686212,49.56040429783125,71.93272414360996,1320724,49,62.74572429417752
0.058739096695741434,0.23964661047943503,0.03526825008972569,0.09777012196316967,0.0734602035618005,0.06372579497076473,0.11024216066259049,0.031683972024237506,0.7296914011233906,0.21587702880748627,0.3610479118828916,0.3363539217943152,0.3251407879517059,0.11032964968378785,0.1408868055887301,AR,42.178733472176006,50.508657223109886,36.610049658053086,51.33263446623664,622752,34,42.178733472176006
0.0609344935297992,0.21109976274848136,0.027703819747435087,0.10343166929788447,0.06066526632728414,0.05220220708256886,0.09181595860509777,0.03354898031928114,0.7078605893138604,0.17185779746867663,0.27254753507333945,0.29272972232456135,0.3098489095989527,0.12520278973743454,0.14710969977478075,AZ,33.88315212848509,32.98409561089299,54.01004210349073,31.939068907271302,4512816,25,33.88315212848509
0.05420072025070269,0.18129471839502365,0.027093702924744795,0.08904465601549721,0.0498609242802418,0.04794242450747436,0.0973228565864629,0.029096782022747535,0.6644130718856786,0.1384229700861685,0.2666097654865736,0.2493887117881543,0.30371825147063813,0.11099346684737674,0.13915187959695524,CA,16.843502992855427,15.94227343370363,41.574105792020944,15.610733476837654,25452300,7,16.843502992855427
0.05782736078382317,0.20308320400726632,0.024682004571213386,0.09458934095640266,0.047250035351184105,0.04447106068832679,0.07320251801700098,0.025848627898660114,0.6512694706711302,0.16043918787922473,0.2453966694354455,0.2327025852033669,0.2936241427261091,0.11385425789195706,0.14135606965371647,CO,16.55426154001153,11.399729269002929,52.17339455625122,12.719311454571935,3079446,6,16.55426154001153
0.05542913893880969,0.2111881241372735,0.032165330303181486,0.11026569383568972,0.06351374297069987,0.05515461804322011,0.10928344740686755,0.03144969282860475,0.7150353646183218,0.17787483155056966,0.30551349778473014,0.3146803222846461,0.29783314070739736,0.10556642186636768,0.13933735501409944,CT,29.989315721532073,36.849442772735564,31.44570843596812,36.07536524078736,884026,22,29.989315721532073
0.04869590104025978,0.17082788276658475,0.034774432456456374,0.10279839391105461,0.05476059511637532,0.04520615005792219,0.09463577765725507,0.029210518284664352,0.7183162785108758,0.16937685139532632,0.30042335333002645,0.26901187952673794,0.28550212779822837,0.1035033074986582,0.13349680519902338,DC,16.849415135013878,23.47631591237331,22.4444245899826,23.922091060741185,684438,8,16.849415135013878
0.05525418534928762,0.23070518513683425,0.042761967229335604,0.12242790041303651,0.08193337883577653,0.060184916566636944,0.13703105728624707,0.03755521468104779,0.7301828723731993,0.2341516011634673,0.39804764242122775,0.4018620262703651,0.3193455656330456,0.10097948523238465,0.15020675030587222,DE,48.15920620393929,66.18060850003808,16.344169689719127,64.15502807657178,70904,38,48.15920620393929
0.06370677870504055,0.23249223341562095,0.038083868350327496,0.08772801081007739,0.08192714902552713,0.0696059674842055,0.11557805782235378,0.03377434382892774,0.726205363164138,0.1914746863713974,0.3375275378329066,0.30445296934306854,0.33050760903335735,0.14989271117459296,0.17817312871443147,FL,57.248176686736365,54.60417290283319,75.5050337476032,52.168829130654295,6384947,46,57.248176686736365
