CANCER_CrudePrev,ARTHRITIS_CrudePrev,STROKE_CrudePrev,CASTHMA_CrudePrev,COPD_CrudePrev,CHD_CrudePrev,DIABETES_CrudePrev,KIDNEY_CrudePrev,BPMED_CrudePrev,CSMOKING_CrudePrev,BPHIGH_CrudePrev,OBESITY_CrudePrev,HIGHCHOL_CrudePrev,male_over_65_pct,female_over_65_pct,county_code,risk_score_both_pc,risk_score_pc_1,risk_score_pc_2,risk_score_all,total_population,risk_score,stateabbr,rank_in_state
0.055737764723758985,0.1958518649746669,0.023061683271464007,0.09033296313365821,0.045430308023187295,0.042461150431860425,0.07473511854882928,0.023645137254970885,0.6128247848006897,0.17956031088254246,0.28229326950500083,0.343819903153638,0.3095527789725164,0.09276609337790835,0.10678552438999105,02020,25.33875758281506,24.917384216034648,32.07465649027733,30.6550486965334,296112,25.33875758281506,AK,1
0.05964971519648866,0.28070834928905397,0.04238880768887501,0.11278388316792884,0.08182959367300735,0.06494460210049129,0.13799055968864177,0.0349136370164757,0.7650150107546343,0.19147827383385152,0.40604538721838795,0.372224647940825,0.3371840278731869,0.12855420433210668,0.15773379978330507,01073,63.27742908497016,65.6236302858417,35.83178616143169,69.89919006639018,537827,63.27742908497016,AL,3
0.044000000000000004,0.2073928571428571,0.02120564516129033,0.10459893048128342,0.049501253132832074,0.03449999999999999,0.07700000000000003,0.020499999999999997,0.6786650552486185,0.17222466107165912,0.30900160256410264,0.31723557126030627,0.27744486215538844,0.10422661390586119,0.10813270426569499,01083,23.16718142124805,24.3794535842496,27.304784912758418,33.29761867269351,25197,23.16718142124805,AL,7
0.06990296127309381,0.298451786166728,0.03615512716509748,0.10832413702270924,0.08087073684425809,0.06868031493847217,0.11791143273715542,0.03269015385801128,0.7546529021027462,0.1823526284298159,0.3847818658128496,0.358105214159547,0.3398899958086261,0.1373425478564464,0.16925337368926444,01089,65.72340089267085,63.169753203892,48.981307809346475,67.97370637042513,243366,65.72340089267085,AL,2
0.0641552075515459,0.3083378280715958,0.04771568218006773,0.11836941380279702,0.0925146355876642,0.07860332462192,0.15188887160469902,0.03922646015159467,0.7797985836264963,0.21314498702059145,0.435304288002668,0.3884250002498271,0.35433379235475665,0.13976847162799957,0.17318802418007406,01097,76.17007309528661,79.09078795351496,38.03878362467577,81.83935161063405,236788,76.17007309528661,AL,1
0.05874331498353234,0.274335376243372,0.039656551269589946,0.11484974613813094,0.08229184717977758,0.06501799439016397,0.13407756824857148,0.034746487930688415,0.7546329839828035,0.2162973169609596,0.40617168109757135,0.38666537233582565,0.3402985439907615,0.12443962113134341,0.15440806948569488,01101,61.845849455709356,65.46694999832742,32.184214492539205,70.64431148157111,215692,61.845849455709356,AL,5
0.0757204106814366,0.28814080478068504,0.024679273810457557,0.08967367894633668,0.059454908037528786,0.054766457228817275,0.09158665950478263,0.025682728589484564,0.7634772521122863,0.12658283931230896,0.36491068003146687,0.30442350836676874,0.3586568728999414,0.17504207346211162,0.1983271574022923,01117,63.19696881502708,49.88240965155628,75.61333241020051,60.163145367634854,134122,63.19696881502708,AL,4
0.051269672724458176,0.26537104798412237,0.03535912946022248,0.11414448683570343,0.0802005524698189,0.05880173527727703,0.1147309249208504,0.030345970537261697,0.7046994346343587,0.19934297521350636,0.370216620746732,0.373971281189468,0.3246774838825025,0.10471646749883005,0.12946148624008827,01125,48.2129965747579,53.1224065720482,25.03199454074422,57.687536761405845,136930,48.2129965747579,AL,6
0.04985057471264368,0.19430139372822303,0.02364367816091954,0.09127006172839508,0.05955679287305122,0.049611607142857145,0.07721153846153847,0.02400201612903226,0.6883581730769229,0.19849999999999998,0.2614084699453552,0.29542526964560867,0.28352819548872177,0.07715507332657819,0.091155173868043185,05007,24.374300384683092,26.33840073603637,25.737244557204487,29.870791874281544,28111,24.374300384683092,AR,5
0.06169531250000001,0.263456901042823,0.033180891352975486,0.09946922347070399,0.0765526314295167,0.06450215214378167,0.0994735765885578,0.030329809697937325,0.7338782935306203,0.21842640091167503,0.3428389094151446,0.3398189336452529,0.3167581088636624,0.11373973764158735,0.14553069755097187,05031,52.20862737887851,52.14626319319652,38.80511564283483,56.689876239201354,87583,52.20862737887851,AR,3
0.060419657044196565,0.2350782224503788,0.03733571892992605,0.09952599749342286,0.06764865834212215,0.06086981417612195,0.11657721346025628,0.03240702050284883,0.7565410123806553,0.2063576500093872,0.38823248607410776,0.3540701335015173,0.32983767496679584,0.1238719889755842,0.15717245349818615,05119,55.359864104656445,55.6035646951072,38.92354758021908,61.56549924916772,211041,55.359864104656445,AR,2
0.06353615614853057,0.2655269229442706,0.039981826793427544,0.09925490355422575,0.09176497939784338,0.07724639242026371,0.12360853441886292,0.03548884885395352,0.7509838489918041,0.25116644778199115,0.3741808835380421,0.33644561145564644,0.34168894300201574,0.1304124549779031,0.16277174811409395,05131,65.26313819271056,65.91825356692763,40.69478328285657,68.23887948449696,98881,65.26313819271056,AR,1
0.055427043583900715,0.20962898812371272,0.0254577352953678,0.0892589298707703,0.06055653482608326,0.051363171472621094,0.08108925549256722,0.026288984086491128,0.6918995256289414,0.18954702220929948,0.30953050930059317,0.29561186733656764,0.30764299529798717,0.10326971559072325,0.1328182679231522,05143,35.94909091307238,34.062950885327425,38.815637937507226,39.16010943916068,352428,35.94909091307238,AR,4
0.06096147706511886,0.20619268145742392,0.026181680490034172,0.10348673350921529,0.05795939999132005,0.0492479307431846,0.08778045768699928,0.03239696587266374,0.7052805692573937,0.16524402873547064,0.2673598561884478,0.28748582528910566,0.30557952701181457,0.12281913367312813,0.14245366724689065,04013,40.500385798546944,36.729083964782184,44.90167389162995,38.653834340081964,4643380,40.500385798546944,AZ,3
0.05865820139349232,0.22586446015828865,0.03014159480938953,0.1017560635507235,0.06435537529316186,0.056628209916018565,0.09743277123174438,0.0353492214357522,0.7143206599792784,0.19210198267285297,0.27773882313827003,0.2878467711875068,0.31731948583598335,0.13212099466272845,0.16178982500747355,04019,48.03227735548343,44.665194893464786,46.01667526194909,46.16803181654151,595056,48.03227735548343,AZ,2
0.06678808425336634,0.23103445945357393,0.03474015477006233,0.09929436497951315,0.0744351325791824,0.06666217226332441,0.11781359116212696,0.03660800027045345,0.7020001183932011,0.1688807881343512,0.3049084308612316,0.3649546589987107,0.33312311169110187,0.13809462785484974,0.1650700748051992,04027,56.47990292424815,53.514821198978254,47.39778960315749,54.6985989235288,115067,56.47990292424815,AZ,1
0.054097562820037824,0.18136000068003377,0.02551777758017795,0.08778918859866561,0.0434846193564239,0.042866007804614845,0.08735979109209753,0.026975067187409628,0.6746133418547192,0.12534856243001977,0.2568500013932523,0.22926351957403715,0.27352968479064543,0.11778413874979579,0.14566843775304453,06001,28.81578003475503,22.57499103226202,47.854685209744815,24.646213503120663,1440267,28.81578003475503,CA,23
0.052151843463822005,0.17530856480272897,0.023397007982316923,0.10021475857266655,0.053386168856199206,0.043699914706344004,0.0697343551147515,0.025786587380244468,0.6192308020906759,0.15469910770145343,0.23393447579265983,0.25278698177690623,0.2683537691966859,0.11410585574558806,0.157319889343518,06007,26.333323332921704,21.464573642182657,43.66130170711535,23.041746338289332,105271,26.333323332921704,CA,24
0.05623061941408268,0.18974512192525866,0.02625589517347638,0.09108432063808425,0.04909892845508492,0.04539702096975433,0.09156235189297242,0.027082548163686614,0.6831718298446798,0.13257083452404905,0.2532658851749289,0.25114447013574764,0.28571178403791325,0.11484941617908526,0.14125101192313985,06013,31.702907200885882,26.41623623065262,46.250857726915335,28.370377439218526,539038,31.702907200885882,CA,17
0.05388724484479816,0.18629898981502388,0.031416361209010576,0.10095822100370162,0.06055504715199037,0.05450847067969319,0.10843638433068117,0.032602480570218285,0.6556256294465268,0.163401155643333,0.28511018227588103,0.2945458121632066,0.2987578977534556,0.10256703736724421,0.12898319968087857,06019,35.50348686103584,35.863458657899535,32.98002152201352,35.10699677254507,749171,35.50348686103584,CA,14
0.053659701854557595,0.20685979467211998,0.030743397286260635,0.09836749784283495,0.0628780626329571,0.05349566861872894,0.10243272416500725,0.031924871540813214,0.6689682932754574,0.1756854457396634,0.30052238470377407,0.2989343650889748,0.3091888046100624,0.09182250879898589,0.11299208113079676,06029,35.498142195458534,37.13162545485046,29.741659636481383,37.41341326601907,488781,35.498142195458534,CA,15
0.05086083950702081,0.17056222017003836,0.02789911393851696,0.09014526712973316,0.04945989211192721,0.0482969938310975,0.10021090274583498,0.030297130080537433,0.6627248434869569,0.14007604281990857,0.2567896720319642,0.2520117657407787,0.3124683616928001,0.10602116241170997,0.13724942296271878,06037,31.114657454947377,28.040155019217128,40.46093930081026,28.18119220055549,7797282,31.114657454947377,CA,18
0.049062973202529475,0.19507074559964452,0.033077398599829985,0.09829503510547753,0.06459681114742159,0.05880301449411286,0.12088963894225949,0.03648972532974543,0.6627648080316465,0.18018445401785038,0.29674072257925815,0.30264532539975614,0.31400035201180887,0.09504291019818162,0.11515974725902545,06047,37.16705789727147,40.56360151363671,25.735258939895424,38.78908009705962,91573,37.16705789727147,CA,11
0.044951802855271374,0.17113635948977104,0.027139841026439678,0.09305803104264274,0.05423662131628651,0.04918435430309191,0.10789491116780345,0.031337628865979385,0.6267651615771771,0.1677709008135329,0.2648475385774519,0.26936731330750524,0.29972432007451966,0.08321571580724625,0.09936245518215717,06053,24.208564097269413,26.81021998587676,24.069648407469128,25.63413137612552,162354,24.208564097269413,CA,25
0.06678494343761444,0.21173943185743616,0.026830205371866058,0.09192678089534158,0.0570191282296169,0.05183143972711554,0.0902187383449567,0.02867013613624559,0.6846802827018825,0.13534272870203526,0.28021902895348094,0.2633302315832488,0.3180620958804232,0.14158759470318588,0.18043052474927992,06055,45.836061975516365,36.24477325000539,61.21183521089518,39.11958450241402,84847,45.836061975516365,CA,2
0.05372643773419457,0.1647175773268194,0.025344037966006122,0.08089209482020647,0.04648961744174651,0.04641201481813343,0.09628790590281396,0.027699742955747723,0.6629107985225797,0.1265568604979184,0.267110975570086,0.20496527838442014,0.3295405650086669,0.10981155443695063,0.13608337938515602,06059,30.719682933760044,24.5500920564157,48.21527476714572,24.98753822077628,5275876,30.719682933760044,CA,20
0.0708418032623477,0.21332686372659032,0.02629913509467597,0.09065206635250694,0.0520339068407029,0.050218544980133305,0.0809393098829176,0.02763834200412376,0.6755161627726695,0.12254694541280166,0.27628062316402313,0.21655181775555835,0.3149590781114521,0.1487067586805383,0.1829477619002055,06061,45.438884483177404,32.842475761592816,68.7368742588806,34.643979126033564,146064,45.438884483177404,CA,3
0.057628754800260515,0.21141952417258247,0.0285074430410154,0.08966529010607517,0.056616434263427086,0.05226773927710281,0.1025713605742664,0.030600251567043744,0.6635880026779473,0.1511292399019744,0.2874322562982537,0.28201899495697536,0.31262306085541,0.10187571568306862,0.12134382084213652,06065,35.87563729498162,33.90023570770024,39.0216177156858,34.63430456869291,2005186,35.87563729498162,CA,12
0.0567482014848038,0.20165106797522822,0.028276734802521707,0.101919700707209,0.054967756208826164,0.0490742181741178,0.09860042904591543,0.02869076096502135,0.6589334145293295,0.14552102461686903,0.29222823650192076,0.2941445582703286,0.2938097512631549,0.1116545628934571,0.1444960721775649,06067,35.68192461788077,33.13307986197712,40.42401892762288,35.28002118004881,948796,35.68192461788077,CA,13
0.05105932254607738,0.20010456369394544,0.028540354817653463,0.09090853183673547,0.05455044918073723,0.049081985524944194,0.1084794776140292,0.030143895499858964,0.6548925067464759,0.15167655453865198,0.2739224371016462,0.3066661226846701,0.28461456227464277,0.09218259489196959,0.11356420143642897,06071,29.317952116995933,30.118285811715833,30.10133758413317,31.306432509331312,2528146,29.317952116995933,CA,22
0.05697105428426254,0.18109811621214805,0.024946268502857246,0.08596256185028148,0.04748044365417864,0.045113712903235806,0.08915215317596882,0.02758325320661597,0.6523705871310295,0.13067196300608522,0.26768598973117436,0.2297863958016596,0.2881938523527763,0.11801576335464269,0.1467084171208187,06073,30.839740401434952,24.25377638616419,49.30770597417417,25.732869573496544,3502909,30.839740401434952,CA,19
0.05452341335320795,0.16267242411236507,0.02363040595373302,0.07866067544043225,0.03817201302482396,0.04250774943208328,0.08592382779764947,0.025168424136072728,0.676780738456902,0.1154050384984154,0.24893513012235802,0.17974407631245481,0.28986941090822466,0.13451028889354097,0.168298874392365,06075,30.088643530093762,19.463721721726248,59.35974627281668,21.95086626307309,870044,30.088643530093762,CA,21
0.052176661525606204,0.21112448937786715,0.03249695914702107,0.0952906469380101,0.061316043587538824,0.05579415357869146,0.11310407833285757,0.03295496318286604,0.6857487196572281,0.1641604819696758,0.28529306881776384,0.3150389765149712,0.3209772955232692,0.10293028707642293,0.12939033817643292,06077,39.40350288436945,40.004413675504296,33.47696636327978,40.76508500446562,567129,39.40350288436945,CA,8
